Nome;Documento;Idade;Curso;Modalidade
Vitoria Doval Berger;985.935.864-C;15;NL;B1
Maicol Cunhado Mangini Xavier Simionato;720.611.407;18;FL;B1
Davi Cabral Silva Pinto;771.564.575;16;MC;C2
Joao Marcos Oliveira Palma;493.391.200;17;EE;C2
Maria Cecilia Silverio;439.903.378-C;19;AR;A2
Jose Roberto Lessa;909.489.681;15;MC;A1
Humberto Candido;273.776.599;17;NA;A1
Vera Lucia Fleury;727.520.437;18;MB;B2
Andreia Pedrosa Sampaio;770.330.485;15;HS;B2
Luiz Ignacio Jurgensen;172.512.561-C;16;EQ;A2
Cristian Coutinho Corsini Levi;790.431.143;15;FB;A1
Renata dos Santos Santana Doval;209.894.139;15;MC;B1
Luiz Bruni;689.470.803;16;BE;A1
Senor Modenesi Salazar Figueiredo;935.195.856-Y;16;MB;C1
Jose Roberto Antonioni Santana;418.591.606-X;15;FB;A1
Marco Moreira;85.670.574;19;HS;C2
Maria Luiza Pinto;759.469.751-X;18;FB;B2
Maria Leticia Mandell Carvalho Bergamasco;447.461.900-B;19;EM;A1
Luiz Marchetti;488.105.619-C;18;EA;A1
Alice Maria Martins Zeppelin;269.902.249-X;20;FL;B2
Petra Magalhaes Brancaleone;209.978.399-B;15;HS;B2
Gustavo Tucunduva Ramos;348.843.766-C;20;AR;C2
Martin Colombo Colombo;995.538.531-A;17;AR;A1
Zildo Jurgensen;34.278.737;15;SL;C1
Cecilia Conti;568.550.911;18;SL;A2
Davi Santos Carvalhaes Bretzel;429.517.826-Z;18;NA;B1
Rafaela Almeida;309.384.891;19;SL;B2
Angelo Russeldorf Mandell;31.395.316-C;17;EC;A1
Fabiola Nogueira;325.630.694;17;EQ;C2
Marco Aurelio Goncalves;442.900.970-C;19;EC;B1
Caetano Apolinario;515.606.640-A;15;FL;C2
Daniel Geraldo;837.620.926;20;AR;C1
Edson Figueiredo Pedrosa Simionato;215.736.809-B;19;MB;B2
Jose Maria Carboni Ramos;699.521.786-A;20;EQ;B2
Maicol Fagundes Penna Bertoni Andrade;558.447.751;15;ML;C1
Evair Rupp Moreira;797.119.411-B;20;MC;A1
Divina Tachelli Caetano Bergamo del Vecchio;315.312.500-X;15;MC;C2
Bruno Silverio;557.231.821-Z;20;EQ;C2
Thiago Amaral;980.320.849-Z;20;MC;B1
Evair Pinheiro;684.488.602-C;20;EM;A2
Cristina Felix;189.857.245-Y;18;MA;A2
Carla Dias;844.613.621-Z;17;ML;C1
Victor Matheny;893.716.961-Z;19;EE;C2
Rosiane Jurgensen Mandell Penna Figueiredo;300.946.208-Z;18;CC;C1
Jose Luiz de Abreu Correia Bartolini Rupp;965.424.473;17;EQ;C2
Jaco Tartini;884.752.740;20;AC;A2
Vitorina Cascudo;252.889.434;15;MC;B1
Vitoria Marcondes dos Santos Borghetti Lotufo;26.177.674;18;SL;B2
Adoniram Carmignani;838.461.213-B;18;HL;B2
Ernesto Ferraz Xavier Pereira;393.175.858;17;HL;A2
Alberto Pinheiro;572.771.509;16;EE;B1
Sergio Fleury Cadete Antonioni;513.148.176-Z;18;EA;A1
Isaac Figueiredo Bergamasco;947.973.445;15;NH;C2
Leandro Salazar;995.142.834;17;EA;B1
Angelo Mendonca;395.767.866;15;NH;B1
Juliano Penha;356.482.354;15;AC;B2
Marcia Zeppelin Rocha;495.322.295-B;16;EQ;B1
Cecilia Starkey;574.958.576;16;FL;B2
Divina Rupini Correia;406.424.457-Z;16;EE;C1
Fabiana Goncalvez Modenesi Zeppelin Xavier;321.845.409-Y;17;CC;A1
Edvaldo Maia Magalhaes Silva Pinto;857.872.256-Z;17;EM;B2
Fabiola Wander;281.406.464-X;20;SL;A2
Isabel da Mata de Abreu;696.942.238-B;20;AR;C2
Candido dos Santos Doval Candido Favero;891.702.887-Y;16;FB;B2
Jose Maria Mendonca;769.680.692-Z;15;NN;B1
Maria da Graca Tucunduva Camillo Pedrosa;883.654.507-Z;15;ML;A2
Andreia Liberatori;349.814.229-Y;17;HS;B1
Jose Renato Auerbach Pedrosa Conti;564.673.640;17;EA;C2
Ernesto Fagundes Caetano;218.610.331-X;20;CC;C1
Alexandre de Abreu;124.940.500;19;ML;A2
Severino Americano;370.221.153-C;19;AC;B1
Leandro Jurgensen;59.253.116-Z;20;SL;A2
Gladys Liberatori Soler Marini Rocha;561.862.744-B;20;NN;B2
Mario Nogueira Simon Penha Modenesi;348.112.656;16;MA;B2
Daniela Cunhado Tanaka;766.529.165;19;NH;C1
Bruno Silverio;557.231.821-Z;20;EQ;C2
Maura Carboni von Zuben;578.628.732-X;17;BE;C2
Antonio Candido von Zuben Rocha;921.380.271;19;EC;B1
Tiago Matsui;730.325.859-A;18;NL;C1
Osvaldo Parente Mantovani Bresciani Tanaka;601.388.234-Y;18;EC;B1
Vitorio Nogueira Bressan Silva Pinto;560.483.527-C;15;MC;A2
Georgina Carmignani Prates Rocha;58.433.106-Z;16;EC;C1
Maria Benta Cadete Matsui;120.402.964;20;EM;A2
Gladys Tucunduva Felix;188.494.280-B;18;AR;B1
Evair Santos Goncalvez Vicentini;315.109.631;16;HS;B2
Jose Luiz Goldstein;748.656.266-A;16;ML;C2
Vitorina Tanaka;952.836.815-X;18;ML;B1
Maria Elisa Henriques;262.594.372;20;FB;B2
Albertina Wander;5.831.925-Y;15;FL;A2
Nestor Passarelli Palma Brancaleone;725.193.633;16;FL;B1
Evair Donato;779.339.337-X;17;FB;B2
Francisco Saboia Maia;232.522.556-B;18;ML;C2
Jose Carlos Portinari;237.495.642-Y;19;NL;A2
Thiago Macedo;146.868.236-X;20;HS;B2
Izis Dias Zeppelin;146.286.630-Y;18;EE;C2
Ricardo Giannini Geraldo;90.739.682;17;EQ;C2
Ernesto Camillo Cascudo Acceturi;927.833.600-C;16;HS;A2
Cecilia Lacerda dos Afonsos Ferraz Fleury;920.862.255-Y;15;MB;B2
Joao Pedro Borghetti da Mata;121.664.125-C;16;MA;A2
Lorella Favero;203.747.124;20;MA;C2
Johnny Rochester Doval;95.846.157;16;EC;B2
Leandro Fleury;801.509.134;17;NH;B1
Jose Roberto Santos;203.830.358;18;EE;B1
Maura Tagliari Penna Penha Cirne;913.383.515;18;EA;B1
Cecilia Marchetti;45.820.135;19;EC;C1
Osvaldo Wander;159.293.557-C;18;AC;C2
Cristian Penha Marini Salazar;940.613.297-C;19;EC;A1
Evandro Bruni Boldrini Archangelo Motoyama;132.455.456-C;15;SL;B1
Marta Boldrini;692.854.160;17;EE;A2
Evandro Lacerda Burrel de Abreu;471.581.944;17;FL;B1
Jose Pedro Lessa;210.720.153-Z;15;MA;C1
Adalberto Cadete;162.374.494;17;MA;C2
Guilhermina Melo;201.370.170-Y;16;NL;A2
Albertina Magalhaes Kubota;879.250.450;19;ML;B1
Regina Bertoncini Pini;399.183.377-Z;20;EA;B2
Mario Aquino van der Graaf Acceturi Mangini;116.371.212;15;SL;A1
Mario Santana Aquino;954.855.673;20;AR;C1
Vagner Borghetti;54.952.121;16;NL;C2
Zildo Guedes Yamamoto Parente;63.634.619;15;NN;A1
Candido Matsumoto Pedrosa;949.337.514-X;16;HL;C1
Lana Cirne;320.567.972-A;20;ML;B2
Mayanna Agostinho Auerbach Mamede Yakoub;370.255.109-Y;16;HS;A1
Severino Faria;307.533.945-B;19;MA;A2
Marco Antonio Goldstein Junqueira Pereira;797.547.939;16;MC;B2
Zildo Romano Candido Carvalho;50.920.936;20;FL;C2
Felipe Salazar;433.607.120-C;20;SL;C1
Guilhermina Xavier Ramos Donato;388.459.103-C;18;CC;B2
Maria Jose Berger Penna Bruni;890.784.432-Y;17;NA;B2
Cristian Bresciani;6.393.787-X;15;MB;C2
Jose Luiz Ferraz;467.779.889;19;CC;A2
Aurelio Romano Nakamura;221.933.252-B;20;FL;A1
Tomas Rupp;678.650.139-B;19;EE;C2
Luiz Carlos Cascudo;669.926.275-Z;19;NL;B2
Humberto del Vecchio Faria;35.514.399-A;15;MC;B2
Carlos Jose Nakamura Tagliari;446.403.942;20;FL;C1
Maria Elisa Mantovani;619.676.936;18;EQ;A2
Jose Maria Santana Carvalho;693.376.847-X;15;BE;A2
Albertina Coutinho;637.823.389;20;MA;A1
Jose Luiz Guedes;959.213.611;20;FL;A1
Nilson Harrison Pinto Ramos do Monte;390.201.473-B;19;EE;C1
Candida Nogueira Cabral;81.483.247;15;FL;A2
Francisca Leite Goncalvez;14.311.954-A;17;NL;C1
Johnny Tucunduva;351.902.560-C;15;HS;A2
Lana Acceturi;828.652.189-Y;20;HL;A1
Livia Guedes Amaral;396.375.455;20;CC;C2
Mateus Leite Almeida Correia Cirne;704.195.960-B;18;ML;C2
Renata Yakoub;757.747.132-Y;15;NN;C2
Georgina Ferraz;965.581.574;16;CC;A1
Francisca Brancaleone Abravanel Magalhaes;82.441.774-A;17;NA;C1
Edivaldo Ferro Fagundes Pereira Takamoto;632.583.822;17;HS;A1
Luiz Augusto Boldrini;655.939.631-Z;18;FB;A2
Evair Henriques Bartolini;657.398.838-Z;19;AR;A2
Agata Madeira Mendonca;831.467.910-Y;20;MA;C1
Maria Cecilia Marchetti;864.808.753;18;NN;B2
Angelo Madeira Bertoncini;281.329.762-Y;18;NA;B1
Luiz Carlos Carmignani;15.533.220;20;ML;C2
Vera Lucia Souza;769.248.175-B;17;EE;C1
Fabiano Goncalves;325.487.694-X;19;MC;B1
Vitoria Motoyama Fonseca;507.752.204;15;EQ;A2
Ernesto Palma Soler Macedo;980.303.289;18;FL;A1
Aline Harrison Portinari Bruni;92.506.713;15;EA;A2
Nestor Ramos;560.738.492;15;MC;A2
Zildo Prates Andrade;120.458.637;20;MA;B1
Tomas Mangini Oliveira Cabral;575.311.189;20;MB;B2
Pedro Luiz Segall;134.738.930-B;19;HL;C1
Vitoria Doval;44.851.575-Z;19;NA;A1
Romao Borghetti;716.570.769-B;19;NN;C2
Alice Maria Maciel Pedrosa;120.828.257-Y;17;CC;A1
Maria da Graca Watanabe;573.713.412-X;18;EQ;A2
Daniel Fujimori;6.385.274;16;MA;C1
Alexandre Almeida;31.177.774;20;NA;B2
Jose Luiz Auerbach;892.397.901;16;CC;C2
Vinicius Ramirez;91.321.456;17;BE;C1
Felipe Carvalhaes Almeida;940.101.819;19;EM;A2
Rafaela Donato;320.451.789;15;EA;C2
Jose Luiz Fujimori;882.952.660;17;CC;B1
Luiz Ignacio Takamoto Oliveira;747.771.931-A;15;EE;C2
Vitorina Souza Soler;303.291.385-Z;19;MC;C1
Vitorio Teixeira Martins;973.705.743-Y;18;EC;A2
Daniela Rupini Zeppelin;817.557.675;16;HS;C2
Marco Antonio Canal Brescianni;996.220.804;16;CC;A2
Aline Guedes Lotufo Fujimori Liberatori;223.537.841-Y;20;AR;A2
Isabela Ferracini Penha;349.344.614-C;19;HL;C1
Carlota Mandell;829.627.135-Z;16;SL;A1
Volnei Madeira;796.429.652;19;AC;A1
Martin Conti;958.270.325-X;15;HS;B1
Marcelo Martins;835.198.104-X;20;MB;C1
Vagner Antonioni;829.266.768-B;15;MC;C1
Josefina Leite Corracini Liberatori Lotufo;644.565.372;18;AR;A1
Jose Roberto Wander Oliveira Girardi Santini;909.239.988;16;NH;A2
Joao Carlos Penha;497.112.483-Y;15;FB;A1
Rafael Palma Palma;590.297.852;15;ML;B1
Gladys Pinheiro;75.441.682;20;BE;B2
Joao Luiz Auerbach;536.660.708;19;BE;C1
Jose Luiz Guedes;959.213.611;20;FL;A1
Olivio Mamede;196.548.801;20;EE;B2
Vitoria Silverio Simionato;643.288.448-C;20;BE;B1
Ricardo Modenesi Starkey;0.951.527;20;SL;B2
Maria Luiza Coutinho Goncalves;543.398.819;20;NH;C1
Rosiane Fagundes;115.743.555-C;19;HS;B1
Vitorina Guedes Silva Pinto;18.101.943-Y;18;CC;C1
Samuel Fleury Matsui;275.355.622;20;EC;A1
Maria Elisa Sampaio Americano;979.827.978-A;17;NH;C1
Alda Rocha Andrade;486.652.754-C;19;HL;A2
Johnny Simon;287.850.224-A;20;NH;B1
Olivia Canal;698.486.983-B;15;HL;B1
Vitorio van der Graaf;959.673.922-C;20;NN;A1
Ernesto Romano Harrison;885.873.324;16;AC;C2
Albertina Pereira;872.513.580-Z;15;NH;B2
Alice Maria Carmignani;589.518.789-C;20;ML;B2
Mario Carmignani;236.998.678-X;15;EC;B2
Livia Rupini;234.555.773-Z;20;NA;C2
Isabel Harrison;136.916.437-B;17;BE;B2
Luiz Augusto Carvalhaes Gatti;912.681.372;19;EC;C1
Romao Corracini;779.878.772;15;EE;C1
Renato Melo Romano;816.329.788-X;18;HS;B1
Cristian Soler;147.236.180-Y;15;HL;C2
Jaco Ferraz dos Santos;619.886.109;19;MA;C1
Nestor Conti;281.870.566-X;18;NL;B2
Marco Aurelio Corracini;569.249.310-Y;20;NH;B2
Ricardo Camillo Camara;656.765.635;15;FB;C2
Isabel Fonseca Romano;857.969.194-Y;19;AR;A1
Bertha del Vecchio Bretzel;128.757.985-Z;19;HS;A1
Ernesto Fagundes;600.332.295;17;HL;A2
Maria Luiza Penna;345.792.845;18;HS;A1
Ricardo Geraldi Mangini;975.467.999-C;20;EM;A2
Felipe Xavier Caetano Leite Maia;633.936.835;20;HL;C1
Heraldo Ferraz Andrade Mamede;603.503.188-C;16;MC;A2
Tomas Magalhaes Cunhado;578.386.753;19;HS;C1
Jose Osvaldo Brescianni;623.484.573;16;FB;A1
Alda da Silva;341.188.591-Z;18;MB;C1
Sinval Levi Cascudo Santana Parente;882.471.160-Z;19;EA;C1
Jose Macedo;753.472.170-Y;16;FB;C1
Flavio Liberatori;443.610.443-Z;16;SL;B1
Edson do Monte;413.502.828;18;HL;B1
Alice Maria Santini Conti Russeldorf;271.328.975-A;18;MA;A2
Danilo Rocha;36.131.477-X;15;NA;A2
Alexandre Romano;501.263.394;19;EQ;C1
Fabio Rochester Pinto;770.148.940;17;EE;C2
Marcos Tachelli;484.455.994-Y;20;MC;A2
Ramon da Mata;62.249.604-A;20;MC;C2
Graca Motoyama;142.332.853;17;NN;A2
Rosiane Romano Dias;619.467.477;18;NH;A1
Willian Candido;534.567.658-C;20;CC;A2
Fabio Bergamo Lessa;77.530.902;19;FB;B1
Marco Antonio Pedrosa Brescianni Boldrini;767.630.888-C;15;HL;A2
Joao Pedro Harrison Goncalvez Russeldorf Ramirez;680.516.222;16;MC;B1
Sergio Brescianni;307.335.280-A;17;EM;B1
Fabio Mamede Magalhaes Mamede;573.167.996-A;16;ML;C2
Luiz Tucunduva Aquino;97.786.238;20;FL;C2
Jose Luiz Guedes;959.213.611;20;FL;A1
Carlota Tartini;145.275.812-Y;20;BE;A2
Vitor Ferraz;493.783.917-Z;18;HS;A2
Bruna Correia Carvalho Mantovani;615.114.267;17;AC;A1
Jose Renato Portinari Matheny Gatti Bruni;123.636.282-X;18;FB;A1
Maria Leticia Takamoto Doval Portinari;125.164.747;16;MB;B1
Candida da Mata Tagliari;955.753.332-A;19;EQ;B1
Daniela Nakamura;589.926.364-X;15;CC;A2
Alexandre Starkey Bresciani Mandell;992.887.880-Y;17;EC;A1
Samuel Favero;89.519.101;17;HL;A2
Marcos Leite;610.467.620;20;MC;B2
Ariovaldo dos Santos Lacerda Santos;115.871.615-A;20;EM;A1
Nestor Yamamoto Lacerda Leite Palma;24.885.254-C;20;NN;C1
Francisca dos Reis Bartolini Lessa Burrel;251.541.198-A;19;AC;A2
Sergio Marchetti;82.384.936-Z;20;MC;B2
Aloisio Pini;745.901.674;20;NN;B2
Flavio Gatti de Abreu;498.398.793;20;EA;B1
Willian Moreira;289.679.869;15;NL;B2
Marcela Brescianni del Vecchio;818.222.861-B;17;MB;A2
Geraldo Dias Souza;78.658.231-Z;18;EC;C1
Maria Luiza Bruni Almeida Goes;279.511.274-Z;20;FL;C2
Marta Santana Silva Pinto;931.123.215-X;16;NN;C2
Osvaldo Corsini Magalhaes Soler;230.948.601-A;19;NA;A1
Daniela Ramirez Pinheiro Agostinho;154.353.703-A;17;EA;B1
Luiz Ignacio Cadete Modenesi Mandell;473.399.260-X;20;SL;B1
Francisco Starkey Leite;347.632.908;16;ML;C2
Volnei Candido di Giorgio Canal;913.111.118;19;EQ;B2
Jose Roberto Bergamasco;921.365.767-B;17;ML;C2
Ricarda Lacerda;651.957.294;18;NA;B1
Vitoria Bartolini Americano;880.495.667-X;20;HL;B2
Joana Luiza Bertoni;484.910.227-Z;18;NL;B2
Izis Rocha;420.767.542-A;19;BE;C1
Gustavo Oliveira Passarelli;688.652.984-C;16;EE;A1
Jose Carlos Amaral;45.721.436;17;AC;C1
Graca Girardi de Andrade;63.672.272-B;18;CC;C2
Dario Martins Mangini Amaral;116.938.554;18;MA;A1
Maria Leticia Goncalvez;603.656.283;17;AC;B1
Divina Marcondes;302.457.301;15;EE;C2
Andreia Bressan Pinto Geraldi Pinto;212.853.771-A;20;MA;B2
Agnes Liberatori;297.627.418-C;20;AC;B1
Joao Marcos Aquino Simoes;154.462.173;15;MA;B1
Willian Nogueira Segall;922.606.954;20;MB;B1
Alice Maria Modenesi;981.573.363-X;16;HL;B2
Humberto Bresciani;449.999.763-B;17;NA;B2
Aldo Ramos;503.348.724;18;NL;A2
Francisco Matsumoto;723.402.857-Z;17;HL;A2
Vagner Palma;47.700.308;16;BE;B2
Ricardo Pinto Portinari Ferro Tagliari;651.214.487;18;NN;C1
Joao Carlos Zeppelin Pereira;223.348.443-X;19;EC;C2
Candida Nunes;962.274.626-Z;19;MB;C2
Josefina Salazar;842.635.745-A;15;FL;C1
Rafael Oliveira Goncalves Faria;112.313.505-B;15;EC;A1
Marcia Burrel;26.361.540-C;18;EQ;A2
Jose Luiz di Giorgio Guedes;664.902.610;16;MC;C1
Henrique da Mata Pini;595.749.512-A;17;SL;C2
Maria da Graca Palma Carvalhaes Wander;976.585.673-A;20;ML;A2
Candida Archangelo;992.809.639;20;MC;A2
Romao von Zuben Jurgensen Camara Rochester;18.590.296;16;FB;B2
Alda Fagundes Favero de Andrade;16.536.316;18;CC;B1
Rosana Mussel Oliveira Lacerda Martins;529.914.294;19;NH;A1
Bruno von Zuben;659.451.599-C;19;NA;C1
Mauricio Zeppelin Rupp;687.375.205;17;EA;C1
Lana Marchetti;69.530.141-C;20;BE;A2
Ramon Brancaleone Doval von Zuben Carvalhaes;802.815.155;17;ML;A1
Fabiana Zeppelin;220.850.653-C;15;HS;B1
Guilhermina Harrison;649.761.293;20;MB;A1
Jose Luiz Guedes;959.213.611;20;FL;A1
Fabiano Marchetti;809.446.894;17;AC;A1
Joao Carlos Magalhaes Agostinho;109.306.857-A;19;SL;B1
Edivaldo Yakoub Ramirez Levi;575.621.986;17;EA;C2
Joana Luiza Matsui;828.610.512-B;18;EA;A2
Marcela Watanabe Henriques;605.846.239-X;15;EQ;B2
Fernando Rocha Almeida;937.610.685-A;16;FB;C1
Candido Dias;343.363.375;20;FB;B2
Rafaela Nogueira Cascudo Donato Lacerda;181.103.862;17;MC;A1
Ariovaldo Cirne Xavier Teixeira;888.599.668;17;SL;B2
Isaac Colombo;174.817.649-A;19;BE;B2
Vanderson Bressan Figueiredo Camara;714.146.826;20;MA;B1
Pedro Luiz Bertoni;679.571.903-A;16;MB;C1
Pedro Luiz Almeida Mamede;939.355.345;16;AC;A1
Joao Carlos Starkey Portinari;178.321.954;19;EC;C1
Ivanildo Melo Harrison;270.894.932;19;FL;B1
Maria Jose Corracini;834.462.962;19;EA;C1
Lana Bergamasco;384.591.991-C;18;EE;C2
Cristian Yakoub von Zuben Cadete Santana;195.796.530-A;15;EC;A1
Davi Yakoub Bressan;815.900.634-C;15;EE;C1
Fernando Guedes;179.551.828;16;EM;B1
Volnei del Vecchio;181.709.606;15;NH;B1
Luiza von Zuben;776.274.195;19;FL;C2
Fabiola Guedes;91.308.613-X;15;AR;B1
Daniel Giannini Segall;486.594.773-X;18;EC;B1
Luiz Carlos do Monte;181.351.187-C;19;AC;A2
Mario Soler Rochester;108.695.706;18;SL;B1
Fabiano Santana;432.328.477-Y;17;NN;A1
Andreia Salazar;431.521.434-Y;17;HL;C2
Lorella Palma Felix;65.311.788-X;19;ML;B2
Maria Luiza Brescianni;537.794.348;19;BE;B1
Petra Macedo Mandell Mussel del Vecchio;782.298.681-B;20;SL;A2
Pedro Bretzel Pereira;834.698.718-A;19;EM;C2
Alberto Simionato Ferro van der Graaf;764.723.688-C;20;FB;B2
Humberto Harrison Rupp;32.992.202-Y;20;HL;A1
Caetano Figueiredo Maciel Motoyama Portinari;380.955.766;17;BE;B2
Jose Roberto Coutinho Tartini;84.809.526;15;EE;C1
Fabiana Jurgensen Abravanel;518.171.694;17;EQ;A2
Carlos Jose Corsini Nakamura Salazar Geraldo;317.702.119;16;NL;A2
Jose Roberto Salazar Burrel Amaral Nunes;313.825.330-C;16;FL;C1
Marcelo Santos dos Reis;160.828.613;15;AR;B1
Jose Carlos Vicentini;558.774.661-C;17;EC;C2
Petra Silverio;233.975.692;19;SL;B2
Cristiana Palma;406.897.366;17;MC;B1
Alice Maria Madeira;216.172.537;20;CC;C2
Alberta di Giorgio Kubota;309.471.416;18;HL;C1
Zildo Aquino;36.458.312;20;MC;B2
Geraldo Girardi Zeppelin;349.530.969-C;15;FB;C1
Maicol Candido Takamoto Amaral Santos;525.608.598;19;NH;C1
Michel Juliani Marchetti;989.714.513-X;18;FL;A2
Daniela Abravanel;456.589.691;20;SL;A1
Renata Carmignani de Abreu Bressan;591.154.558;18;MA;A1
Maria Elisa Amaral Melo Teixeira;857.382.662-Y;19;SL;A1
Mario Sergio Magalhaes Mamede;705.131.340-C;15;CC;C2
Michel Bergamasco;894.603.690;18;EC;B1
Alberta Penna Geraldi Palma;388.799.553-C;20;MB;C1
Lana Lessa;83.934.883-C;19;ML;C1
Luiz Antonio Nunes;705.844.343-Z;18;AC;A2
Alberto Carvalhaes Marini Nakamura;598.870.323;19;HL;A2
Guilherme Marini Bartolini;980.517.856;19;EM;A1
Vanderson Nunes;625.759.988;17;HL;C2
Maria Carolina Gatti;590.801.398-C;17;EC;C1
Jose Osvaldo Pereira Simoes;296.517.993-B;19;MA;C2
Elisio Marchetti;714.757.616-Y;15;FB;B1
Olivio Almeida;889.604.411;18;EE;B1
Olivia Faria Zeppelin Penha Goncalves;651.618.896;16;NL;A2
Marta Boldrini Correia;232.758.781;16;FB;B2
Michelle Cascudo Camillo;974.474.797-X;17;BE;A1
Graca Soler;354.278.256;17;AR;C1
Ricardo Rupini;745.523.416;15;HL;A2
Luiz Ignacio dos Afonsos Fonseca;122.267.570-A;17;CC;B2
Edvaldo Ferracini;657.956.932;15;AR;C2
Heraldo Pinheiro Nogueira;456.801.388;17;ML;C1
Angelo Magalhaes Corsini Fagundes;591.841.499;20;NN;A2
Silverio Santini;247.204.210-C;19;SL;A1
Edilene Bressan;312.304.185;16;CC;A2
Sergio Salazar;455.278.556;15;CC;B2
Alexandre Goes;575.759.177-C;15;AC;B2
Augusto Soler;681.911.946;17;NA;B1
Adoniram dos Reis Nakamura;851.580.572;18;FB;C1
Jose Carlos Candido Prates;118.522.725;17;AR;C2
Nestor Soler;327.484.779-X;15;AC;A2
Valdivino Candido Apolinario;667.859.555-X;19;AR;A2
Fabiana Takamoto;701.512.165;16;CC;A2
Daniela dos Reis Apolinario Simoes Marchetti;557.359.238;20;SL;C2
Jose Carlos Bergamasco;244.111.902;20;HS;C2
Marcelo Auerbach Santos;848.210.907;20;NL;B2
Maria Cecilia Goldstein;692.875.773-Y;20;HS;A1
Josefina Tagliari Souza Silva da Silva;442.219.196-Y;18;MA;B2
Danilo Junqueira Lacerda;257.519.689-Z;16;EQ;C2
Vitor Soler Rupini Sampaio;263.298.981-Z;19;BE;B2
Mateus Yamamoto Ferraz Matsumoto Cirne;726.236.316;20;EA;A1
Jose Osvaldo Santana Tachelli;810.867.602-C;15;NH;B1
Lara Carboni;150.893.289;17;EA;C1
Fabiola Pereira;293.269.542;17;MC;C1
Victor Yamamoto;240.262.100;18;EQ;C2
Luiz Antonio Ramos Amaral;879.332.588-B;16;HL;C2
Angela Tartini Tartini;9.173.348;15;AC;B1
Cristiana Vicentini;470.813.263-A;19;NN;A1
Bertha Lacerda Almeida;722.390.596;19;AC;A2
Vitorio Magalhaes;647.969.128;16;NL;A1
Joana Ferraz Correia;551.960.614-Z;20;FB;C1
Rodrigo Dias;334.436.602-Z;18;MB;B2
Alberto Magalhaes;718.813.650;16;EM;A1
Alberta Tanaka;165.938.339;19;HL;B1
Victor Yakoub Tanaka;305.349.305;16;MB;B2
Vanda Guedes Zeppelin Santini;143.426.749-A;20;EC;B1
Angela Mendonca Matsui Tucunduva;126.379.625-A;17;NH;B1
Lavinia Pini Tartini Ramos;558.497.558;17;MA;B2
Jorge Takamoto Levi;395.305.768;18;MA;A2
Vanderson del Vecchio Americano;604.167.449;16;BE;A1
Jose Gatti;369.725.724;15;NH;A1
Flavio Antonioni;569.244.260;16;AR;C1
Daniela Favero Silva;645.161.108;20;MA;C2
Silverio Doval Pereira Bertoncini;129.818.184;20;NN;A1
Romao Camara Cabral;858.547.587-B;19;MC;A1
Lana Soler Caetano Portinari;24.958.436-Y;16;CC;C1
Isaac Levi Tanaka Pereira;440.930.642-B;18;HL;A1
Livia del Vecchio Fonseca;475.303.585;19;NN;C2
Maria Elisa Guedes;751.766.965-Z;16;NL;B1
Caetano Tagliari Borghetti van der Graaf;893.477.563-B;19;NA;B2
Adoniram Abravanel;451.706.500-B;20;NA;A2
Silverio Romano;665.826.428-Y;16;EA;C1
Marta Romano Felix;720.419.238-Y;20;MB;A2
Mateus Matsui;995.874.861;15;EM;A1
Alda Candido Gatti Carmignani;317.357.449;19;MB;B1
Bruna Fujimori;975.735.246;17;SL;B2
Johnny Saboia Abravanel Simionato;274.137.156-X;17;NL;A1
Nestor Mussel Juliani;294.691.615-Y;15;NL;A1
Zildo Tanaka Candido Americano Candido;605.321.933-Z;16;CC;A2
Jose Osvaldo Harrison Giannini;522.889.368;15;EC;C1
Maria Carolina Tagliari;443.963.657;17;NN;A1
Maria Benta Cirne Camillo Dias;607.357.436;17;EE;B2
Mario Magalhaes Henriques Segall;990.260.430;17;AC;B2
Jose Luiz Bretzel dos Afonsos Romancini Brescianni;291.532.392-X;18;MB;B2
Rafael Pereira;489.251.273;17;EC;A1
Dario Brescianni;998.877.241;16;BE;B1
Agata de Oliveira;139.869.179-Y;17;MA;A1
Francisca Pinheiro;466.331.932;18;MB;B1
Carla Lessa;474.591.873;20;MC;B2
Maria Cecilia Brescianni;891.276.523-Y;19;HS;A2
Alberto Saboia;931.811.819-C;20;EE;C1
Jose Osvaldo Silverio;761.732.842-Y;19;NA;B2
Alice Maria Carvalhaes Amaral Brancaleone;115.934.600-Z;20;SL;A2
Alice Maria Maia;764.781.350-B;17;EM;A2
Silverio Rochester;737.985.191-C;19;EA;C2
Fabio Rupini;908.564.905;16;AC;C1
Edvaldo da Silva Camara;447.277.816-A;18;NL;B2
Mayanna Acceturi;874.468.353;15;HL;B2
Joao Luiz Tucunduva;506.313.286;17;ML;B2
Aline Madeira;730.560.586-Y;15;FB;B1
Alexandre Saboia;594.287.311;19;EQ;B2
George Nakamura;819.884.983-Y;18;EA;B1
Evandro da Silva Brancaleone Rocha;284.550.860-A;17;EA;B1
Juliana Magalhaes;247.168.807-X;15;HS;A1
Evair Goncalvez Almeida Cunhado;905.825.723;17;EE;A2
Luiza Maia;697.856.653-Z;20;FL;C2
Jose Carlos Motoyama Amaral Santos;285.122.458;18;FL;B1
Jose Roberto de Oliveira Borghetti Romano Marini;440.168.828-Y;20;EQ;B2
Maria Elisa Geraldi;520.883.656;16;NL;B2
Edivaldo Tartini Bressan Correa;361.947.838;17;HL;B2
Marcos Motoyama Kubota Pinheiro Burrel;323.222.104-Z;19;AC;B1
